Id_destinasi,Nama,Rating,Jam Operasional,Tiket Masuk,Kategori,Kota,Lokasi,Deskripsi
133,Tanjung Lesung,4.4,08.00-17.00 WIB,Rp25.000-Rp40.000,"Keluarga,Alam,Air",Pandeglang,https://maps.app.goo.gl/SqV6B7R5ufGiW4QU7,"Tanjung Lesung adalah salah satu kawasan wisata yang sangat terkenal di Kota Pandeglang, Provinsi Banten. Wisata Tanjung Lesung sendiri merupakan sebuah daratan berbentuk lesung yang menjorok ke laut. Tempat wisata yang memiliki luas sekitar 1. 500 Ha ini memiliki pemandangan indah berupa hamparan pasir putih yang masih tampak alami. Pantai Tanjung Lesung memiliki air biru yang jernih dan memiliki ombak yang relatif tenang dan tidak besar. Tak hanya bisa menikmati keindahan pantai, di tempat ini Anda juga akan dimanjakan dengan berbagai wahana yang menarik untuk dicoba. wisata Tanjung Lesung juga dapat dijadikan tempat untuk menyelenggarakan acara-acara resmi seperti outbond, pelatihan, launching produk, hingga family gathering. Salah satu wahana wisata Tanjung Lesung yang paling diminati pengunjung adalah kegiatan snorkling. Wisata Budaya Tak hanya kegiatan snorkling, di kawasan wisata Tanjung Lesung juga menyediakan obyek wisata budaya, tepatnya di kampung Cikadu maupun Cikanon. Di tempat ini, Anda akan disambut dengan alunan lesung, bahkan bisa memainkannya bersama penduduk yang tinggal di sana. Selain bisa menikmati alunan lesung, Anda juga bisa mengetahui seputar kebudayaan yang ada di sana dan bisa belajar memancing secara tradisional menurut penduduk setempat. Jika ingin belajar berkebun, Anda dapat belajar teknik berkebun di kampung Cikadu dan mengolah sayur mayur yang ada di sana."
134,Pulau Umang,4.5,06.00-18.00 WIB,Rp100.000,"Alam,Air,Petualangan",Pandeglang,https://maps.app.goo.gl/cQhW2HjZqmYF2T1R7,"Pulau Umang terkenal dengan keindahan pantainya. Pulau ini letaknya tak jauh dari obyek wisata Tanjung Lesung. Ada sebuah resort yang memiliki sentuhan artistik alami di Pulau Umang. Fasilitas yang ditawarkan oleh resort tersebut antara lain ruang pertemuan, spa, sunset lounge, kolam renang, dan lain-lain. Luas lokasi wisata ini kurang lebih 5 hektar. Pengelola lokasi wisata adalah perusahaan swasta yang melengkapinya dengan beragam fasilitas rekreasi dan hiburan untuk pengunjung yang tengah liburan di sini. Untuk dapat sampai ke lokasi wisata, cukup mudah. Tersedia penyewaan mobil dari Jakarta ke Pulau Umang yang memang khusus disediakan pihak pengelola. Selain itu, akan mudah menjangkaunya dari Ujung Kulon."
135,Pantai Bugel Camara,4.5,24 Jam,Rp10.000,"Keluarga,Alam,Air",Pandeglang,https://maps.app.goo.gl/ryVoEhaHgC6yHDeZ9,"Pantai Bugel Camara adalah tempat wisata baru di Kabupaten Pandeglang, Banten. Pandeglang dapat julukan Sunset of Java. Itu karena di sini kamu bisa melihat sunset yang sangat indah. Salah satu tempat untuk menyaksikan sunset adalah Pantai Bugel Camara. Karena hal ini, banyak orang yang memilih datang ke tempat wisata ini pada sore menjelang malam. Selain keindahan matahari terbenam, ada daya tarik lain dari pantai ini. Pantai Bugel Camara punya pesona garis pantai yang unik. Di sepanjang garis pantai, kamu akan melihat hamparan pasir putih dengan perpaduan batu karang. Selain itu, tak jauh dari Pantai Bugel Camara juga ada area lapang. Di area ini ditumbuhi rerumputan hijau. Adanya banyak pohon cemara khas pesisir membuat area pantai menjadi sejuk."
136,Gunung Karang,4.5,24 Jam,Gratis,"Alam,Sejarah&Budaya,Religi",Pandeglang,https://maps.app.goo.gl/ovfE4asWPuQxckSLA,"Salah satu gunung aktif di Banten ini berada di tengah kota Pandeglang dan memiliki ketinggian sekitar 1.778 meter di atas permukaan laut. Puncaknya bernama Sumur Tujuh dengan dua jalur pendakian, yaitu melewati Desa Kaduengang atau Pagerwatu (Ciekek). Jalur Kaduengang sendiri termasuk yang sering dilewati. Untuk mencapai puncak, hanya dibutuhkan waktu sekitar 4-6 melalui jalur tersebut. Sedangkan ketika melewati Pagerwatu, pendaki butuh waktu sekitar 7-8 jam. Apabila lewat Kaduengang, sangat disarankan untuk berziarah dulu ke makam Pangeran TB. Jaya Raksa sebagai syarat spiritual agar pendakian dipermudah. Gunung Karang merupakan gunung yang tidak terlalu tinggi dan medan yang tidak terlalu susah. Gunung ini cocok digunakan untuk latihan mendaki para pendaki pemula."
137,Saung Biru Gunung Karang,4.3,09.00-17.00 WIB,Rp 10.000,"Keluarga,Alam,Kuliner",Pandeglang,https://maps.app.goo.gl/D647DrnwKXF8jAXn8,"Di Saung Biru Pandeglang banyak spot foto yang Instagramable, cocok untuk kamu yang ingin memiliki foto dengan view menarik dan aethetic."
138,Gunung Pulosari,4.4,24 jam,Rp10.000,"Alam,Petualangan",Pandeglang,https://maps.app.goo.gl/YZyMhYufqESFpBCLA,"Gunung Pulosari adalah pantai sepanjang 1.546 meter di Jawa Barat, Indonesia, yang terletak di wilayah pesisir provinsi tersebut. Merupakan pantai yang aktif dan tidak jauh dari taman nasional dan taman nasional Jawa Barat. Pantai ini menawarkan keindahan alam yang indah, jalur pendakian, serta mitos dan legenda lokal. Ini juga memiliki kuil yang digunakan oleh umat Hindu untuk beribadah. Pantai ini juga menawarkan pemandangan hutan hujan tropis yang indah, memungkinkan pengunjung untuk menikmati keindahan dan melihat peluang dari pantai."
139,Pantai Carita,4.3,24 Jam,Rp15.000,"Keluarga,Alam,Air",Pandeglang,https://maps.app.goo.gl/AbVn87JNuZo1NUki8,"Pantai ini menghadap ke arah selat Sunda, dan terdapat banyak pesona yang ditawarkan oleh pantai yang memiliki luas sekitar 2,5 hektar ini. Pantai Carita enawarkan berbagai wisata bahari, pantai satu ini cocok dijadikan sebagai destinasi wisata keluarga."
140,Curug Putri,4.8,07.00-17.00 WIB,Rp35.00-Rp150.000,"Alam,Air,Petualangan",Pandeglang,https://maps.app.goo.gl/ADyFfqktEq3gsevD6,"Curug ini memiliki aliran air yang menjadi sungai dan juga air terjun. Tidak hanya itu, Curug Putri Carita memiliki keunikan lain yaitu alirannya yang diapit dua tebing batu tinggi indah. Makin dekat ke arah air terjun, tebing batu ini akan semakin menyempit. Curug ini pun mendapat julukan The Little Green Canyon. Wisatawan akan mendapat sensasi berenang di air yang jernih dengan suara air terjun. Ditambah tebing-tebing indah berkelok dengan gradasi antara warna aliran sungai yang biru jernih, tebing kecoklatan, dan pepohonan di sekitarnya bisa menjadi spot foto yang instagramable."
141,Curug Cinoyong,4.2,09.00-17.00 WIB,Rp10.000,"Keluarga,Alam,Air",Pandeglang,https://maps.app.goo.gl/doRmVEdvQeuGrcq29,"Curug Cinoyong berada di balik hutan yang sejuk dan terdapat batu-batu yang indah sebagai tempat mengalirnya air curug. Para pengunjung yang berada di kolam bawah curug bisa merasakan dinginnya mata air ini. Tidak hanya lokasinya dekat dengan wisata pantai, suasana alam Curug Cinoyong yang masih terjaga dan hening, jauh dari hiruk-pikuk kebisingan kota. Jarak menuju lokasi curug ini tidak begitu sulit, karena bisa dilintasi oleh roda dua."
142,Curug Sawer Cigeulis,4.1,07.00-16.00 WIB,Rp5.000,"Alam,Air,Petualangan",Pandeglang,https://maps.app.goo.gl/go6uPhQBsJc8grxE6,"Untuk menuju curug itu dengan berjalan kaki kurang lebih 10 menit atau dapat pula dengan mengendarai sepeda motor jika ingin lebih cepat sampai. Curug Sawer memiliki dua tingkatan air terjun. Yakni, Curug Lalakina (lelaki) dan Curug Bikang (perempuan). Curug Lalakina berada di bagian atas dengan ketinggian yang mencapai 25 meter. Adapun Curug Bikang (perempuan) dengan ketinggian 7 meter.Selain kedua air terjun tersebut, pengunjung bisa singgah di goa yang berada di bawah Curug Bikang. Goa bawah air itu memiliki panjang mencapai 8 km dan berujung di daerah muara Babakan Nangka."
143,Air Panas Gunung Torong Hot Spring Park,4.2,06.00-22.00 WIB,Rp10.000-Rp20.000,"Keluarga,Alam,Air",Pandeglang,https://maps.app.goo.gl/LbbjhCo1F3WtEURL7,Berlibur ke Pandeglang Banten jangan lewatkan tempat wisata yang satu ini. Pemandian Air Panas Gunung Torong Pandeglang wisata alam yang patut dikunjungi. Beberapa pengunjung menyebutkan bahwa pemandian ini termasuk wisata murah meriah yang tidak mengecewakan. Di sini terdapat kolam-kolam air panas alami yang bisa dicoba. Baik untuk berenang atau sekadar berendam. Bahkan di beberapa juga disediakan permainan air yang cukup seru untuk dimainkan. Wisata pemandian air panas di area ini ada di 2 tempat. Pengunjung bisa memilih di Kampung Torong atau Kampung Cisolong.
144,CAS Water Park Cikole,4.2,07.00-17.00 WIB,Rp20.000-Rp30.000,"Keluarga,Air",Pandeglang,https://maps.app.goo.gl/R9rN2PxKhdZV9YPfA,"Sekitar 1 jam berkendara dari Kota Serang terdapat wahana wisata air yang cukup populer di Banten yaitu Cas Water Park Cikole. Menariknya, destinasi wisata ini memiliki wahana yang terbilang sangat variatif untuk semua kalangan. Tak heran jika taman wisata permainan air ini sering menjadi tujuan wisata keluarga, hingga rombongan anak-anak sekolah. Berada di area seluas 8 hektar, Cas Water Park adalah pilihan tepat jika ingin merasakan berbagai jenis atraksi wisata. Untuk wahana air, setidaknya ada 5 kolam reguler dan 4 kolam water park. Selain ke empat kolam Water Park tersebut. Masih terdapat wahana permainan lain yang tak kalah menariknya, atraktif, dan variatif misalnya:Perahu Petualang, Motor Battery, Mini Bioskop Film 4D, Roller Coaster / Alap-Alap Baduy, Naga Putar, Kereta Wisata, dsb. Semuanya memiliki area yang cukup luas sehingga cukup memadai ketika tengah ramai pengunjung."
145,Pulau Peucang,4.9,24 Jam,Rp5.000-Rp225.000,"Alam,Air,Petualangan",Pandeglang,https://maps.app.goo.gl/CNVGyGby7xKxSkYJA,"Pulau Peucang merupakan pulau yang dimiliki oleh Pandeglang. Wisatawan yang datang seringkali melakukan snorkeling, trekking dan juga menyakiskan adanya gerombolan rusa. Tak hanya itu, pengunjung juga bisa menemukan satwa endemic seperti monyet ekor panjang. Hanya saja hewan tersebut akan bersembunyi jika didatangi manusia. Ada juga merak hijau yang jika beruntung wisatawan bisa melihatnya. Pulau Peucang berada di Selat Panaitan. Tepatnya ada di Kecamatan Sumur dengan luas pulau 450 hektare dan lama perjalanan sekitar 5 jam hingga ke Dermaga Sumur."
146,Museum Multatuli,4.6,08.00-16.00 WIB,Rp1.000-Rp15.000,"Keluarga,Sejarah&Budaya,Pendidikan",Lebak,https://maps.app.goo.gl/HoGtJAhFs5LURZ48A,"Museum Multatuli di Rangkasbitung, Banten, telah menjadi sorotan dalam dunia wisata dan budaya. Museum yang bernama lengkap Museum Multatuli Eduard Douwes Dekker ini kini menghadirkan pengalaman baru dengan menampilkan warisan sastra yang kaya dari seorang penulis terkenal, Eduard Douwes Dekker, yang lebih dikenal dengan nama pena Multatuli. Museum Multatuli yang terletak di pusat kota Rangkasbitung telah lama menjadi tujuan wisata bagi mereka yang ingin mengeksplorasi warisan sastra Indonesia dan peran Multatuli dalam perjuangan melawan penindasan kolonial. Museum Multatuli juga mengadakan berbagai kegiatan budaya seperti pameran seni, lokakarya sastra, dan pertunjukan teater yang mengangkat kisah hidup dan perjuangan Multatuli. Ini tidak hanya memberikan hiburan yang mendidik bagi pengunjung, tetapi juga mempromosikan warisan budaya dan sastra yang berharga."
147,Saba Baduy,4.9,24 Jam,Gratis,"Alam,Petualangan,Sejarah&Budaya",Lebak,https://maps.app.goo.gl/Uc7oVJb5hJkeFtNN8,Suku Baduy merupakan suku yang hidup masih teguh memegang adat budaya nenek moyang sampai saat ini. Mereka hidup secara sederhana dan menyatu dengan alam. Alam yang masih alami dan budaya yang ditawarkan oleh kampung suku Baduy menjadi daya tarik tersendiri bagi daerah ini.
148,Gunung Luhur  Citorek,4.6,05.00-07.00 WIB,Rp5.000,"Keluarga,Alam",Lebak,https://maps.app.goo.gl/h9YtszETMQGvdi9j8,"Keindahan negeri di atas awan Citorek tak kalah mempesona dibandingkan panorama serupa yang bisa disaksikan di negeri di atas awan yang berada disejumlah daerah. Setelah keberadaan negeri di atas awan Gunung Luhur menjadi viral, banyak pengunjung yang datang setiap harinya. Jumlah pengunjung akan meningkat pesat saat akhir pekan, meskipun sebagian besar pengunjung itu berasal dari Lebak, dan masih sebagian kecil pengunjung dari luar daerah."
149,Curug Ciporolak,4.4,07.00-17.00 WIB,Rp5.000,"Alam,Air,Petualangan",Lebak,https://maps.app.goo.gl/Uo9i5axSW5iBnMXBA,"Wisata Curug Ciporolak di Cibeber Lebak Banten ini anda hanya akan terdengar suara air terjun dan merdunya kicauan burung. Selain bisa menikmati suasana pemandangan yang ada, juga di ijinkan untuk mandi di air ini. Tapi dibagian tepi saja, karena bagian tengahnya sangat dalam. Butuh waktu sekitar 2-3 jam jalan kaki untuk mencapai lokasi. Yang tak kalah menarik, perjalanan untuk menuju lokasi tak semudah apa yang di bayangkan dengan kondisi jalan yang naik turun dan ekstrim. Meski perjalanan yang sulit akan terbayar mahal dengan melihat suasana pemandangan yang tersajikan. Diperjalan akan melihat pesawahan yang tertata rapih Perkampungan yang masih alami dan perkebunan teh milik PT. Harendong yang begitu indah, apalagi kalo pas sore hari."
150,Kebun Teh Cikuya,4.4,24 Jam,Rp20.000,"Keluarga,Alam,Petualangan",Lebak,https://maps.app.goo.gl/JbAcyZ11t2w1Rf1F9,"Wisata Kebun Teh Cikuya di Cibeber Lebak Banten ini telah dibuka sekitar tahun 2006 yang dikelola oleh PT.Harendong Green Farm dengan luas areal sekitar 120 Ha. Di kebun teh ini tidak hanya melihat keindahan kebun teh yang berjajar rapi saja, namun suasana sejuk dan dingin yang dihadirkan kebun inipun tak kalah dengan kebun-kebun teh yang sudah di kenal sebelumnya. Selain itu udara disekitar perkebunan inipun masih sangat bersih dan terawat."
151,Arung Jeram Sungai Ciberang,4.4,8.00-15.00 WIB,Rp50.000-Rp350.000,"Alam,Air,Petualangan",Lebak,https://maps.app.goo.gl/Jni2U9Xhxo6947dF9,"Bagi kamu yang suka petualangan yang menantang dan memacu adrenalin, cobalah melakukan rafting atau arung jeram di Sungai Ciberang. Sungai ini terletak di pedalaman Banten dan memiliki aliran air yang jernih dan bersih. Beberapa jalur pengarungan yang tersedia di lokasi ini antara lain jalur pemula sepanjang 700 meter sampai dengan jalur sepanjang 25 km dan dapat ditempuh dalam kurun waktu sekitar 5 jam."
152,Pantai Sawarna,4.5,24 Jam,Rp5.000-Rp10.000,"Keluarga,Alam,Air",Lebak,https://maps.app.goo.gl/28nEBJLLDtqJAbbp9,"Pantai Sawarna ialah pantai yang sudah tak asing di telinga masyarakat. Keunikan yang ada di pantai satu ini tentu saja tidak akan bisa kamu temui di pantai lain. Dikarenakan pantai ini memiliki tujuh pantai dan juga satu gua yang memiliki lokasi di sekitar Desa Sawarna. Di sini kamu dapat menyaksikan keindahan alam yang masih terjaga dan begitu alami, dengan pasir putih luas terbentang dan air laut yang warnanya biru jernih. Ditambah perbukitan hijau mengelilinginya, objek wisata yang satu ini menjadi tempat yang cocok untuk bersantai bersama keluarga atau sekadar memanjakan mata."
153,Pantai Karang Bokor,4.5,24 Jam,Rp20.000,"Keluarga,Alam,Air",Lebak,https://maps.app.goo.gl/RxgvqJTd4kAtUrECA,Pantai Karang Bokor merupakan salah satu pantai yang wajib dikunjungi saat liburan ke Sawarna. Pantai ini menyuguhkan pemandangan laut yang menakjubkan.
154,Karang Taraje,4.6,24 Jam,Rp5.000,"Keluarga,Alam,Air",Lebak,https://maps.app.goo.gl/ycCYaWyBtebZ8VY78,"Pantai Karang Taraje merupakan salah satu Pantai Sawarna yang terletak di dekat Pantai Legon Pari dan Pantai Karang Beureum. Dinamakan 'Karang Taraje' karena di pantai ini banyak terdapat tumpukan batu karang yang menyerupai tangga (taraje dalam bahasa Sunda). Salah satu diantara mereka ciri khas dan daya tarik dari Pantai Karang Taraje yaitu deburan ombak besar saling bergantian menabrak bentengan karangan, terpaan ombak menciptakan air terjun yang besar, bisa membuat terkesima yang melihatnya.Dengan kondisi pantai yang penuh dengan karang dan ombak yang cukup besar, wisatawan tidak disarankan berenang di pantai ini."
155,Pantai Cihara,4.4,24 Jam,Rp5.000-Rp10.000,"Keluarga,Alam,Air",Lebak,https://maps.app.goo.gl/x9o12WgJxgtBVSUGA,"Pantai Cihara terletak di Lebak, Banten, Indonesia. Ini adalah pantai yang indah dengan pasir putih yang lembut dan air laut yang jernih. Pantai Cihara menawarkan pemandangan alam yang menakjubkan dengan hamparan pasir yang luas, ombak yang cukup besar untuk berselancar, dan pepohonan yang rindang di sekitarnya. Pantai ini adalah tempat yang sempurna untuk bersantai, berenang, atau berselancar. Anda juga dapat menikmati matahari terbenam yang spektakuler di sore hari. Pantai Cihara adalah salah satu destinasi wisata alam yang populer di Banten dan menawarkan pengalaman liburan yang menenangkan di tepi pantai."
156,Pantai Tanjung Layar,4.4,24 Jam,Rp5.000,"Keluarga,Alam,Air",Lebak,https://maps.app.goo.gl/L1XGtQxwXd7i3dUC8,"Pantai Tanjung Layar adalah objek wisata di kawasan Desa Wisata Sawarna, Bayah, Kabupaten Lebak, Banten. Nama pantai ini berasal dari gambaran dua buah batu karang raksasa yang berbentuk seperti layar kapal yang terkembang. Di sisi timur pantai ini terdapat gugusan karang yang berbentuk seperti jejak kaki sebelah kiri berukuran dua kali satu meter yang dinamai Jejak Kaki Kabayan."
157,Pantai Ciantir,4.7,24 Jam,Rp5.000,"Keluarga,Alam,Air",Lebak,https://maps.app.goo.gl/qYKdo1rajZPG1QKn7,"Pantai Ciantir merupakan salah satu pantai di Sawarna yang banyak dikunjungi wisatawan ketika liburan tiba. Lokasinya paling dekat diakses, dari pintu masuk bisa diakses dengan jalan kaki sekitar 5-10 menit."
158,Goa Langir,4.6,24 Jam,Rp5.000,"Alam,Air,Petualangan",Lebak,https://maps.app.goo.gl/1ETBuR7k7iDycfgG8,"Pantai Goa Langir merupakan salah satu Pantai Sawarna yang masih jarang dikunjungi wisatawan, hal ini karena lokasinya yang tersembunyi. Padahal tempat dan pemandangan cukup bagus. Posisi Pantai Goa Langir berada tepat di sebelah barat Pantai Ciantir, sekitar 1KM. Untuk sampai ke pantai ini bisa dengan jalan kaki menyusuri pesisir pantai, atau bisa juga lewat jalan khususnya. Saat sampai ke Pantai ini, kita akan melihat pemandangan megah paduan dari hamparan pasir putih yang membentang luas dengan bukit batu tinggi menjulang. Pantai ini diberi nama ‘Goa Langir’ karena di area bibir pantai banyak terdapat goa-goa, salah satunya ada goa yang bernama Goa Langir. Jadi selain bisa menikmati pemandangan pantai, juga bisa mengunjungi goa."
159,Pantai Pulo Manuk,4.3,24 Jam,Rp5.000-Rp20.000,"Alam,Air,Petualangan",Lebak,https://maps.app.goo.gl/MjgvB5amr2i9jtc77,"Pulo Manuk juga merupakan tempat persinggahan bermacam – macam jenis burung dari berbagai negara, pulau ini berjarak sekitar 200 meter dari bibir pantai, kita bisa kesana jika air laut dalam keadaan surut. Dan ketika surut juga kamu bisa melihat berbagai macam burung seperti burung kuntul dan camar yang sedang mencari makan di hamparan karang yang luas."
160,Curug Munding,4,07.00-17.00 WIB,Rp5.000,"Alam,Air,Petualangan",Lebak,https://maps.app.goo.gl/Y75H1t6AdESj9exm7,Curug Munding merupakan salah satu spot wisata dengan daya tarik utamanya air terjun. Pengunjung bisa menikmati segarnya limpahan air dari kawasan pegunungan dan berpadu dengan asrinya pemandangan alam.
161,Pantai Bagedur,4.3,24 Jam,Rp5.000,"Keluarga,Alam,Air",Lebak,https://maps.app.goo.gl/xnW9EJxpxFB1YmAJA,"Pantai Bagedur merupakan wisata pantai yang berlokasi di Kecamatan Malingping, Kabupaten Lebak, Banten, memiliki pasir halus berwarna kecokelatan dengan bibir pantai yang luas dan panjang sehingga cocok untuk berbagai aktivitas."
162,Gua Maria Bukit Kanada,4.7,24 Jam,Gratis,"Alam,Sejarah&Budaya,Religi",Lebak,https://maps.app.goo.gl/m1EocbTWEQo8TQVb7,"Letaknya jauh dari keramaian kota, Gua Maria Bukit Kanada menyediakan tempat beribadah yang teduh dan hening sehingga merupakan tempat yang tepat bagi orang-orang yang ingin mencari suasana berdoa dengan tenang. Berbeda dengan yang lain, Gua Maria Bukit Kanada terletak jauh dari kota dan suasananya pun masih sangat alami, masih ada pohon-pohon besar dan terletak di dekat hutan."
163,Makam Sultan Hasanudin Banten,4.7,24 jam,Gratis,"Sejarah&Budaya,Pendidikan,Religi",serang,https://maps.app.goo.gl/Jnf6DEjEwqyGDEdd9,"Makam Sultan Maulana Hasanuddin dibangun pada abad ke-16 bersamaan dengan pembangunan Masjid Agung Banten. Makam ini berbentuk bangunan persegi panjang dengan atap limas. Di dalam makam terdapat dua buah makam, yaitu makam Sultan Maulana Hasanuddin dan makam istrinya, Ratu Ayu Wulansari. Makam Sultan Maulana Hasanuddin merupakan salah satu tujuan wisata religi yang paling populer di Banten. Setiap hari, makam ini selalu ramai dikunjungi oleh para peziarah dari berbagai daerah di Indonesia, bahkan dari luar negeri. Para peziarah datang ke makam ini untuk berziarah, berdoa, dan mencari berkah."
164,Kebun Raya Bogor,4.7,07.00-16.00 WIB,Rp25.000-Rp35.000,"Keluarga,Alam",Bogor,https://maps.app.goo.gl/g5WGLp8LDxfWrf7AA,"Kebun Raya Bogor atau Kebun Botani Bogor adalah sebuah kebun botani besar yang terletak di Kota Bogor, Indonesia. Luasnya mencapai 87 hektar dan memiliki 15.000 jenis koleksi pohon dan tumbuhan."
165,The Jungle Adventure,4.5,09.00-17.00 WIB,Rp 50.000-Rp68.000,Air,Bogor,https://maps.app.goo.gl/Hp5zuEdiqpYxo6iRA,The Jungle Adventure merupakan wahana air yang memiliki tema belajar dan bermain dengan konsep keindahan panorama yang dikelilingi area hijau sehingga memberikan kesejukan.
166,Yasmin Center Club,4.5,07.00-17.00 WIB,Rp25.000-Rp35.000,"Keluarga,Air",Bogor,https://maps.app.goo.gl/dXZFqjXHfB7TDpUK6,"Yasmin Centre Sport Club adalah sebuah taman olahraga yang terdiri dari kolam renang, lapangan tenis, fitness center, aerobic, jogging track area, tempat kebugaran dan kesehatan dan lainnya."
167,Taman safari bogor,4.7,08.00-17.00 WIB,Rp230.000-Rp250.000,"Keluarga,Pendidikan",Bogor,https://maps.app.goo.gl/Lkyrr98EzWmEVVJR9,tempat wisata keluarga berwawasan lingkungan yang berorientasi pada habitat satwa di alam bebas
168,JBound-tempat wisata dan destinasi wisata edukasi,4.5,08.00-17.00 WIB,Rp15.000-Rp20.000,"Keluarga,Alam,Pendidikan",Bogor,https://maps.app.goo.gl/XBQBpXso6hiFPAbQ6,"Jungle Bound telah menjadi salah satu icon di Kota Bogor. Kegiatan wisata yang ditawarkan merupakan kegiatan yang bernuansa alam, kegiatan yang bisa dilakukan diantaranya : 1. Team Building 2. Family Gathreing 3. Wedding Party 4. Birthday Party 5.
 fasilitas wahana permainan seperti Panahan, Painball, Bola air, Bola silinder, Flying Fox dll."
169,Water Park SKI,4.4,08.00-17.00 WIB,Rp10.000-Rp50.000,"Keluarga,Air,Sejarah&Budaya",Bogor,https://maps.app.goo.gl/7ypiuxDzfAF4stiB7,Water Park SKI merupakan arena bermain yang seru dan nyaman bersama keluarga
170,Kuntum Farmfield,4.5,08.00-18.00 WIB,Rp60.000-Rp70.000,"Keluarga,Pendidikan",Bogor,https://maps.app.goo.gl/KRAvKpn6mjaKcCoJ9,"Kuntum Farmfield salah satu destinasi wisata alternatif bagi keluarga yang hendak ke bogor, berbagai aktivitas yang bisa dilakukan dikuntum farm field yaitu menanam, memberi makan hewan dll."
171,Situ Gede,4.3,07.00-16.00 WIB,RP2.000-Rp4.000,"Keluarga,Alam",Bogor,https://maps.app.goo.gl/1YJCCSWcPsf6p6jT7,"Situ Gede adalah sebuah obyek wisata berupa danau seluas 6 hektar yang terletak di Kelurahan Situgede, Kecamatan Bogor Barat, sekitar 10 kilometer dari Kota Bogor, Jawa Barat."
172,JungleLand Adventure Theme Park,4.4,09.00-18.00 WIB,Rp155.000,"Keluarga,Petualangan",Bogor,https://maps.app.goo.gl/izy7AvgJtYb7XHFE7,"Jungleland Adventure Themepark, salah satu taman bermain wahana terbesar di Indonesia yang berlokasi di Sentul. Berada di kawasan sejuk Gunung Pancar dengan luas area mencapai 35Ha yang dibagi dalam 4 zona, yaitu Zona Carnivalia, Tropicalia, Mysteria & Explora."
173,Rancamaya golf and country club,4.6,09.00-17.00 WIB,Rp320.000-Rp335.000,"Keluarga,Alam,Air",Bogor,https://maps.app.goo.gl/TpXqzEaF1BuTuR9E9,Rancamaya Golf merupakan lapangan championship yang memilki fitur danau yang terhubung dengan air terjun mini.
174,Istana Bogor,4.6,07.00-17.00 WIB,Gratis,"Keluarga,Sejarah&Budaya,Pendidikan",Bogor,https://maps.app.goo.gl/jNaH7vv2EYHG24L96,"Merupakan salah satu dari enam Istana Presiden Republik Indonesia yang mempunyai keunikan tersendiri dikarenakan aspek historis, kebudayaan, dan faunanya. Salah satunya adalah keberadaan rusa-rusa yang didatangkan langsung dari Nepal dan tetap terjaga dari dulu sampai sekarang"
175,Museum Zoologi,4.5,08.00-16.00 WIB,Rp15.000-Rp25.000,Pendidikan,Bogor,https://maps.app.goo.gl/TGEoDsR3NJaW1WKq6,"Berbagai macam & ragam koleksi binatang fosil yang diawetkan, termasuk kerangka paus biru. Jumlah binatang yang dipamerkan di museum ini sekitar 2.000 jenis yang disajikan dalam sekitar 75 kotak dan 60 vitrine."
176,Museum nasional sejarah alam indonesia,4.6,08.00-16.00 WIB,Rp15.000-Rp25.000,"Alam,Pendidikan",Bogor,https://maps.app.goo.gl/9asAGvBRtCBmzMjeA,Museum Nasional Sejarah Alam dan Indonesia (Munasain) merupakan Museum yang memiliki koleksi lengkap tentang sejarah alam Indonesia yang meliputi kekayaan ekosistem dan sumber daya hayati.
177,Kampung batik,4.3,08.00-21.00 WIB,Gratis,"Sejarah&Budaya,Pendidikan",Bogor,https://maps.app.goo.gl/CwxxkTC9wUpiGeex7,Kampung Batik Bogor merupakan tempat wisata edukasi yang memberikan pengalaman dan pengetahuan membatik dan kultur Indonesia
178,Saung budaya raden saleh,4.9,08.00-17.00 WIB ,Gratis,Pendidikan,Bogor,https://maps.app.goo.gl/EMCf5LD1CZh87Hgd9,Merupakan makam seorang pelukis terkenal di Bogor. Makam Raden Saleh cukup mudah dicapai dan dapat dijadikan sebagai objek wisata budaya. di sekitar lokasi dibangun galeri untuk menyimpan/memamerkan lukisan hasil karya Raden Saleh.
179,Asinan asli bogor,4.4,08.00-19.00 WIB,Rp20.000/Porsi,"Keluarga,Kuliner",Bogor,https://maps.app.goo.gl/D3MGt5vxbJtYxWS76,"Merupakan cemilan aneka potongan buah dan sayur yang diguyur dengan air bumbu asin yang difermentasikan. Rasanya pedas, segar, gurih."
180,Lapis bogor sangkuriang,4.6,06.00-22.00 WIB,Rp35.000/Porsi,Kuliner,Bogor,https://maps.app.goo.gl/Hdrt9gsYMQVQc5279,Oleh-oleh khas Bogor berupa softcake berbahan Talas
181,Gurih 7 Bogor-Saung Lesehan dan Kuliner Sunda,4.7,09.00-21.00 WIB,Rp60.000,"Keluarga,Kuliner",Bogor,https://maps.app.goo.gl/kVMeRfamrXNDdpAN6,"Restoran khas Sunda dengan nuansa desa, Rumah makan hidangan khas Sunda dengan interior yang nyaman. Pilihan menunya beragam, tersedia juga paket untuk makan bersama dalam jumlah banyak."
182,Taman buah mekar sari,4.3,09.00-16.00 WIB,Rp35.000,"Keluarga,Alam,Kuliner",Bogor,https://maps.app.goo.gl/SM5nF8jNi15yWMPd9,"salah satu tempat rekreasi agrowisata yang terkenal di Bogor. Taman Wisata Mekarsari memiliki 1.470 varietas tanaman buah dan 100.000 pohon, termasuk di antaranya tanaman rempah, tanaman biofarma, tanaman pangan, tanaman hias, tanaman sayur, tanaman industri, dan tanaman pelindung."
